Timestamp,Run,Engine,Config,Task,Expected Instances,Recorded Instances,Orig Correct,Orig Accuracy,Clean Correct,Clean Accuracy
2026-05-24 20:17:21,run2,qwen/qwen3-32b_reasoning,blocksworld_nonce_medium_actions_names_row1,task_1_plan_generation_zero_shot,40,40,33,0.825,33,0.825
2026-05-24 20:17:53,run2,qwen/qwen3-32b_reasoning,blocksworld_nonce_medium_actions_names_row1_160,task_1_plan_generation_zero_shot,160,160,132,0.825,132,0.825
2026-05-24 20:18:06,run2,qwen/qwen3-32b_reasoning,blocksworld_nonce_medium_actions_objects_row1,task_1_plan_generation_zero_shot,40,40,26,0.65,26,0.65
2026-05-24 20:18:30,run2,qwen/qwen3-32b_reasoning,blocksworld_nonce_medium_actions_objects_row1_160,task_1_plan_generation_zero_shot,160,160,103,0.64375,103,0.64375
2026-05-24 20:18:59,run2,qwen/qwen3-32b_reasoning,blocksworld_nonce_medium_actions_predicates_row1,task_1_plan_generation_zero_shot,40,36,2,0.05,2,0.05
2026-05-24 20:20:12,run2,qwen/qwen3-32b_reasoning,blocksworld_nonce_medium_actions_predicates_row1_160,task_1_plan_generation_zero_shot,160,147,21,0.13125,21,0.13125
2026-05-24 20:20:26,run2,qwen/qwen3-32b_reasoning,blocksworld_nonce_medium_objects_names_row1,task_1_plan_generation_zero_shot,40,40,23,0.575,23,0.575
2026-05-24 20:20:52,run2,qwen/qwen3-32b_reasoning,blocksworld_nonce_medium_objects_names_row1_160,task_1_plan_generation_zero_shot,160,160,102,0.6375,102,0.6375
2026-05-24 20:21:05,run2,qwen/qwen3-32b_reasoning,blocksworld_nonce_medium_predicates_names_row1,task_1_plan_generation_zero_shot,40,40,19,0.475,19,0.475
2026-05-24 20:21:37,run2,qwen/qwen3-32b_reasoning,blocksworld_nonce_medium_predicates_names_row1_160,task_1_plan_generation_zero_shot,160,160,108,0.675,108,0.675
2026-05-24 20:21:51,run2,qwen/qwen3-32b_reasoning,blocksworld_nonce_medium_predicates_objects_row1,task_1_plan_generation_zero_shot,40,39,28,0.7,28,0.7
2026-05-24 20:22:24,run2,qwen/qwen3-32b_reasoning,blocksworld_nonce_medium_predicates_objects_row1_160,task_1_plan_generation_zero_shot,160,158,121,0.75625,121,0.75625
2026-05-24 20:22:43,run2,qwen/qwen3-32b_reasoning,blocksworld_nonce_hard_actions_objects_names_row1,task_1_plan_generation_zero_shot,40,40,25,0.625,25,0.625
2026-05-24 20:23:08,run2,qwen/qwen3-32b_reasoning,blocksworld_nonce_hard_actions_objects_names_row1_160,task_1_plan_generation_zero_shot,160,159,118,0.7375,118,0.7375
2026-05-24 20:23:38,run2,qwen/qwen3-32b_reasoning,blocksworld_nonce_hard_actions_predicates_names_row1,task_1_plan_generation_zero_shot,40,39,3,0.075,3,0.075
2026-05-24 20:25:43,run2,qwen/qwen3-32b_reasoning,blocksworld_nonce_hard_actions_predicates_names_row1_160,task_1_plan_generation_zero_shot,160,160,16,0.1,16,0.1
2026-05-24 20:25:59,run2,qwen/qwen3-32b_reasoning,blocksworld_nonce_hard_actions_predicates_objects_row1,task_1_plan_generation_zero_shot,40,39,4,0.1,4,0.1
2026-05-24 20:26:44,run2,qwen/qwen3-32b_reasoning,blocksworld_nonce_hard_actions_predicates_objects_row1_160,task_1_plan_generation_zero_shot,160,157,21,0.13125,21,0.13125
2026-05-24 20:26:57,run2,qwen/qwen3-32b_reasoning,blocksworld_nonce_hard_predicates_objects_names_row1,task_1_plan_generation_zero_shot,40,39,24,0.6,24,0.6
2026-05-24 20:27:38,run2,qwen/qwen3-32b_reasoning,blocksworld_nonce_hard_predicates_objects_names_row1_160,task_1_plan_generation_zero_shot,160,159,89,0.55625,89,0.55625
2026-05-24 20:28:15,run2,qwen/qwen3-32b_reasoning,blocksworld_nonce_superhard_row1,task_1_plan_generation_zero_shot,80,76,4,0.05,4,0.05
2026-05-24 20:29:14,run2,qwen/qwen3-32b_reasoning,blocksworld_nonce_superhard_row1_120,task_1_plan_generation_zero_shot,120,117,8,0.06666666666666667,8,0.06666666666666667
2026-05-24 20:29:29,run2,qwen/qwen3-32b,blocksworld_nonce_easy_actions_row1,task_1_plan_generation_zero_shot,40,40,25,0.625,25,0.625
2026-05-24 20:29:52,run2,qwen/qwen3-32b,blocksworld_nonce_easy_actions_row1_160,task_1_plan_generation_zero_shot,160,159,130,0.8125,130,0.8125
2026-05-24 20:30:03,run2,qwen/qwen3-32b,blocksworld_nonce_easy_names_row1,task_1_plan_generation_zero_shot,40,40,25,0.625,25,0.625
2026-05-24 20:30:26,run2,qwen/qwen3-32b,blocksworld_nonce_easy_names_row1_160,task_1_plan_generation_zero_shot,160,160,117,0.73125,117,0.73125
2026-05-24 20:30:42,run2,qwen/qwen3-32b,blocksworld_nonce_easy_objects_row1,task_1_plan_generation_zero_shot,40,40,21,0.525,21,0.525
2026-05-24 20:31:06,run2,qwen/qwen3-32b,blocksworld_nonce_easy_objects_row1_160,task_1_plan_generation_zero_shot,160,159,84,0.525,84,0.525
2026-05-24 20:31:17,run2,qwen/qwen3-32b,blocksworld_nonce_easy_predicates_row1,task_1_plan_generation_zero_shot,40,40,31,0.775,31,0.775
2026-05-24 20:31:38,run2,qwen/qwen3-32b,blocksworld_nonce_easy_predicates_row1_160,task_1_plan_generation_zero_shot,160,157,107,0.66875,107,0.66875
2026-05-24 20:31:54,run2,qwen/qwen3-32b,blocksworld_nonce_medium_actions_names_row1,task_1_plan_generation_zero_shot,40,39,30,0.75,30,0.75
2026-05-24 20:32:21,run2,qwen/qwen3-32b,blocksworld_nonce_medium_actions_names_row1_160,task_1_plan_generation_zero_shot,160,159,121,0.75625,121,0.75625
2026-05-24 20:32:34,run2,qwen/qwen3-32b,blocksworld_nonce_medium_actions_objects_row1,task_1_plan_generation_zero_shot,40,39,25,0.625,25,0.625
2026-05-24 20:32:58,run2,qwen/qwen3-32b,blocksworld_nonce_medium_actions_objects_row1_160,task_1_plan_generation_zero_shot,160,159,109,0.68125,109,0.68125
2026-05-24 20:33:26,run2,qwen/qwen3-32b,blocksworld_nonce_medium_actions_predicates_row1,task_1_plan_generation_zero_shot,40,38,2,0.05,2,0.05
2026-05-24 20:34:44,run2,qwen/qwen3-32b,blocksworld_nonce_medium_actions_predicates_row1_160,task_1_plan_generation_zero_shot,160,144,15,0.09375,15,0.09375
2026-05-24 20:34:56,run2,qwen/qwen3-32b,blocksworld_nonce_medium_objects_names_row1,task_1_plan_generation_zero_shot,40,40,20,0.5,20,0.5
2026-05-24 20:35:25,run2,qwen/qwen3-32b,blocksworld_nonce_medium_objects_names_row1_160,task_1_plan_generation_zero_shot,160,159,94,0.5875,94,0.5875
2026-05-24 20:35:40,run2,qwen/qwen3-32b,blocksworld_nonce_medium_predicates_names_row1,task_1_plan_generation_zero_shot,40,40,26,0.65,26,0.65
2026-05-24 20:36:09,run2,qwen/qwen3-32b,blocksworld_nonce_medium_predicates_names_row1_160,task_1_plan_generation_zero_shot,160,159,96,0.6,96,0.6
2026-05-24 20:36:23,run2,qwen/qwen3-32b,blocksworld_nonce_medium_predicates_objects_row1,task_1_plan_generation_zero_shot,40,38,30,0.75,30,0.75
2026-05-24 20:36:45,run2,qwen/qwen3-32b,blocksworld_nonce_medium_predicates_objects_row1_160,task_1_plan_generation_zero_shot,160,156,121,0.75625,121,0.75625
2026-05-24 20:36:58,run2,qwen/qwen3-32b,blocksworld_nonce_hard_actions_objects_names_row1,task_1_plan_generation_zero_shot,40,39,26,0.65,26,0.65
2026-05-24 20:37:30,run2,qwen/qwen3-32b,blocksworld_nonce_hard_actions_objects_names_row1_160,task_1_plan_generation_zero_shot,160,158,108,0.675,108,0.675
2026-05-24 20:37:58,run2,qwen/qwen3-32b,blocksworld_nonce_hard_actions_predicates_names_row1,task_1_plan_generation_zero_shot,40,39,2,0.05,2,0.05
2026-05-24 20:39:39,run2,qwen/qwen3-32b,blocksworld_nonce_hard_actions_predicates_names_row1_160,task_1_plan_generation_zero_shot,160,154,14,0.0875,14,0.0875
2026-05-24 20:40:02,run2,qwen/qwen3-32b,blocksworld_nonce_hard_actions_predicates_objects_row1,task_1_plan_generation_zero_shot,40,37,2,0.05,2,0.05
2026-05-24 20:40:56,run2,qwen/qwen3-32b,blocksworld_nonce_hard_actions_predicates_objects_row1_160,task_1_plan_generation_zero_shot,160,155,18,0.1125,18,0.1125
2026-05-24 20:41:24,run2,qwen/qwen3-32b,blocksworld_nonce_hard_predicates_objects_names_row1_160,task_1_plan_generation_zero_shot,160,154,93,0.58125,93,0.58125
2026-05-24 20:41:38,run2,qwen/qwen3-32b,blocksworld_nonce_hard_predicates_objects_names_row1,task_1_plan_generation_zero_shot,40,39,16,0.4,16,0.4
2026-05-24 20:42:21,run2,qwen/qwen3-32b,blocksworld_nonce_superhard_row1,task_1_plan_generation_zero_shot,80,78,5,0.0625,5,0.0625
2026-05-24 20:43:14,run2,qwen/qwen3-32b,blocksworld_nonce_superhard_row1_120,task_1_plan_generation_zero_shot,120,115,12,0.1,12,0.1
2026-05-24 20:43:41,run2,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_easy_actions_row1,task_1_plan_generation_zero_shot,40,38,15,0.375,15,0.375
2026-05-24 20:44:51,run2,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_easy_actions_row1_160,task_1_plan_generation_zero_shot,160,156,65,0.40625,65,0.40625
2026-05-24 20:45:04,run2,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_easy_names_row1,task_1_plan_generation_zero_shot,40,40,24,0.6,24,0.6
2026-05-24 20:45:26,run2,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_easy_names_row1_160,task_1_plan_generation_zero_shot,160,158,109,0.68125,109,0.68125
2026-05-24 20:45:38,run2,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_easy_objects_row1,task_1_plan_generation_zero_shot,40,39,22,0.55,22,0.55
2026-05-24 20:45:58,run2,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_easy_objects_row1_160,task_1_plan_generation_zero_shot,160,158,72,0.45,72,0.45
2026-05-24 20:46:20,run2,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_easy_predicates_row1,task_1_plan_generation_zero_shot,40,37,14,0.35,14,0.35
2026-05-24 20:46:54,run2,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_easy_predicates_row1_160,task_1_plan_generation_zero_shot,160,155,60,0.375,60,0.375
2026-05-24 20:47:13,run2,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_medium_actions_names_row1,task_1_plan_generation_zero_shot,40,37,12,0.3,12,0.3
2026-05-24 20:48:04,run2,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_medium_actions_names_row1_160,task_1_plan_generation_zero_shot,160,158,65,0.40625,65,0.40625
2026-05-24 20:48:25,run2,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_medium_actions_objects_row1,task_1_plan_generation_zero_shot,40,38,11,0.275,11,0.275
2026-05-24 20:49:07,run2,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_medium_actions_objects_row1_160,task_1_plan_generation_zero_shot,160,154,52,0.325,52,0.325
2026-05-24 20:49:27,run2,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_medium_actions_predicates_row1,task_1_plan_generation_zero_shot,40,36,2,0.05,2,0.05
2026-05-24 20:50:39,run2,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_medium_actions_predicates_row1_160,task_1_plan_generation_zero_shot,160,155,24,0.15,24,0.15
2026-05-24 20:50:51,run2,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_medium_objects_names_row1,task_1_plan_generation_zero_shot,40,40,24,0.6,24,0.6
2026-05-24 20:51:12,run2,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_medium_objects_names_row1_160,task_1_plan_generation_zero_shot,160,158,96,0.6,96,0.6
2026-05-24 20:51:29,run2,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_medium_predicates_names_row1,task_1_plan_generation_zero_shot,40,38,15,0.375,15,0.375
2026-05-24 20:52:02,run2,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_medium_predicates_names_row1_160,task_1_plan_generation_zero_shot,160,155,52,0.325,52,0.325
2026-05-24 20:52:20,run2,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_medium_predicates_objects_row1,task_1_plan_generation_zero_shot,40,37,14,0.35,14,0.35
2026-05-24 20:52:56,run2,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_medium_predicates_objects_row1_160,task_1_plan_generation_zero_shot,160,154,64,0.4,64,0.4
2026-05-24 20:53:14,run2,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_hard_actions_objects_names_row1,task_1_plan_generation_zero_shot,40,36,16,0.4,16,0.4
2026-05-24 20:53:52,run2,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_hard_actions_objects_names_row1_160,task_1_plan_generation_zero_shot,160,153,64,0.4,64,0.4
2026-05-24 20:54:22,run2,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_hard_actions_predicates_names_row1,task_1_plan_generation_zero_shot,40,35,3,0.075,3,0.075
2026-05-24 20:55:39,run2,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_hard_actions_predicates_names_row1_160,task_1_plan_generation_zero_shot,160,154,15,0.09375,15,0.09375
2026-05-24 20:56:08,run2,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_hard_actions_predicates_objects_row1,task_1_plan_generation_zero_shot,40,38,3,0.075,3,0.075
2026-05-24 20:57:19,run2,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_hard_actions_predicates_objects_row1_160,task_1_plan_generation_zero_shot,160,156,19,0.11875,19,0.11875
2026-05-24 20:57:47,run2,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_hard_predicates_objects_names_row1,task_1_plan_generation_zero_shot,40,36,6,0.15,6,0.15
2026-05-24 20:59:19,run2,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_hard_predicates_objects_names_row1_160,task_1_plan_generation_zero_shot,160,156,33,0.20625,33,0.20625
2026-05-24 21:01:04,run2,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_superhard_row1_120,task_1_plan_generation_zero_shot,120,111,5,0.041666666666666664,5,0.041666666666666664
2026-05-24 21:02:13,run2,deepseek/deepseek-r1-distill-llama-70b,blocksworld_nonce_superhard_row1,task_1_plan_generation_zero_shot,80,75,4,0.05,4,0.05
2026-05-24 21:02:26,run2,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_easy_actions_row1,task_1_plan_generation_zero_shot,40,40,3,0.075,3,0.075
2026-05-24 21:02:52,run2,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_easy_actions_row1_160,task_1_plan_generation_zero_shot,160,160,23,0.14375,23,0.14375
2026-05-24 21:03:05,run2,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_easy_names_row1,task_1_plan_generation_zero_shot,40,40,21,0.525,21,0.525
2026-05-24 21:03:24,run2,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_easy_names_row1_160,task_1_plan_generation_zero_shot,160,159,95,0.59375,95,0.59375
2026-05-24 21:03:37,run2,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_easy_objects_row1,task_1_plan_generation_zero_shot,40,40,21,0.525,21,0.525
2026-05-24 21:04:07,run2,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_easy_objects_row1_160,task_1_plan_generation_zero_shot,160,160,104,0.65,104,0.65
2026-05-24 21:04:37,run2,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_easy_predicates_row1,task_1_plan_generation_zero_shot,40,40,6,0.15,6,0.15
2026-05-24 21:05:39,run2,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_easy_predicates_row1_160,task_1_plan_generation_zero_shot,160,160,30,0.1875,30,0.1875
2026-05-24 21:05:55,run2,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_medium_actions_names_row1,task_1_plan_generation_zero_shot,40,40,3,0.075,3,0.075
2026-05-24 21:06:25,run2,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_medium_actions_names_row1_160,task_1_plan_generation_zero_shot,160,160,5,0.03125,5,0.03125
2026-05-24 21:06:37,run2,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_medium_actions_objects_row1,task_1_plan_generation_zero_shot,40,40,10,0.25,10,0.25
2026-05-24 21:06:59,run2,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_medium_actions_objects_row1_160,task_1_plan_generation_zero_shot,160,160,33,0.20625,33,0.20625
2026-05-24 21:07:34,run2,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_medium_actions_predicates_row1,task_1_plan_generation_zero_shot,40,40,0,0.0,0,0.0
2026-05-24 21:09:22,run2,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_medium_actions_predicates_row1_160,task_1_plan_generation_zero_shot,160,160,0,0.0,0,0.0
2026-05-24 21:09:42,run2,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_medium_objects_names_row1_160,task_1_plan_generation_zero_shot,160,160,100,0.625,100,0.625
2026-05-24 21:09:54,run2,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_medium_objects_names_row1,task_1_plan_generation_zero_shot,40,40,29,0.725,29,0.725
2026-05-24 21:10:27,run2,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_medium_predicates_names_row1,task_1_plan_generation_zero_shot,40,40,11,0.275,11,0.275
2026-05-24 21:12:19,run2,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_medium_predicates_names_row1_160,task_1_plan_generation_zero_shot,160,160,38,0.2375,38,0.2375
2026-05-24 21:12:59,run2,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_medium_predicates_objects_row1,task_1_plan_generation_zero_shot,40,40,11,0.275,11,0.275
2026-05-24 21:15:12,run2,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_medium_predicates_objects_row1_160,task_1_plan_generation_zero_shot,160,160,27,0.16875,27,0.16875
2026-05-24 21:15:26,run2,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_hard_actions_objects_names_row1,task_1_plan_generation_zero_shot,40,40,9,0.225,9,0.225
2026-05-24 21:15:53,run2,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_hard_actions_objects_names_row1_160,task_1_plan_generation_zero_shot,160,160,36,0.225,36,0.225
2026-05-24 21:16:38,run2,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_hard_actions_predicates_names_row1,task_1_plan_generation_zero_shot,40,40,0,0.0,0,0.0
2026-05-24 21:19:04,run2,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_hard_actions_predicates_names_row1_160,task_1_plan_generation_zero_shot,160,160,0,0.0,0,0.0
2026-05-24 21:19:39,run2,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_hard_actions_predicates_objects_row1,task_1_plan_generation_zero_shot,40,40,0,0.0,0,0.0
2026-05-24 21:21:34,run2,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_hard_actions_predicates_objects_row1_160,task_1_plan_generation_zero_shot,160,160,0,0.0,0,0.0
2026-05-24 21:22:15,run2,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_hard_predicates_objects_names_row1,task_1_plan_generation_zero_shot,40,40,2,0.05,2,0.05
2026-05-24 21:24:31,run2,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_hard_predicates_objects_names_row1_160,task_1_plan_generation_zero_shot,160,160,12,0.075,12,0.075
2026-05-24 21:25:49,run2,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_superhard_row1,task_1_plan_generation_zero_shot,80,80,0,0.0,0,0.0
2026-05-24 21:27:12,run2,meta-llama/llama-3.3-70b-instruct,blocksworld_nonce_superhard_row1_120,task_1_plan_generation_zero_shot,120,120,0,0.0,0,0.0
2026-05-24 21:27:42,run2,openai/gpt-5-mini,blocksworld_nonce_easy_actions_row1_160,task_1_plan_generation_zero_shot,160,160,149,0.93125,149,0.93125
2026-05-24 21:27:54,run2,openai/gpt-5-mini,blocksworld_nonce_easy_names_row1,task_1_plan_generation_zero_shot,40,40,31,0.775,31,0.775
2026-05-24 21:28:12,run2,openai/gpt-5-mini,blocksworld_nonce_easy_names_row1_160,task_1_plan_generation_zero_shot,160,160,134,0.8375,134,0.8375
2026-05-24 21:28:24,run2,openai/gpt-5-mini,blocksworld_nonce_easy_objects_row1,task_1_plan_generation_zero_shot,40,40,35,0.875,35,0.875
2026-05-24 21:28:43,run2,openai/gpt-5-mini,blocksworld_nonce_easy_objects_row1_160,task_1_plan_generation_zero_shot,160,160,152,0.95,152,0.95
2026-05-24 21:29:16,run2,openai/gpt-5-mini,blocksworld_nonce_easy_predicates_row1_160,task_1_plan_generation_zero_shot,160,160,156,0.975,156,0.975
2026-05-24 21:29:29,run2,openai/gpt-5-mini,blocksworld_nonce_medium_actions_names_row1,task_1_plan_generation_zero_shot,40,40,40,1.0,40,1.0
2026-05-24 21:29:49,run2,openai/gpt-5-mini,blocksworld_nonce_medium_actions_names_row1_160,task_1_plan_generation_zero_shot,160,160,154,0.9625,154,0.9625
2026-05-24 21:30:01,run2,openai/gpt-5-mini,blocksworld_nonce_medium_actions_objects_row1,task_1_plan_generation_zero_shot,40,40,38,0.95,38,0.95
2026-05-24 21:30:24,run2,openai/gpt-5-mini,blocksworld_nonce_medium_actions_objects_row1_160,task_1_plan_generation_zero_shot,160,160,148,0.925,148,0.925
2026-05-24 21:30:40,run2,openai/gpt-5-mini,blocksworld_nonce_medium_actions_predicates_row1,task_1_plan_generation_zero_shot,40,40,32,0.8,32,0.8
2026-05-24 21:31:03,run2,openai/gpt-5-mini,blocksworld_nonce_medium_actions_predicates_row1_160,task_1_plan_generation_zero_shot,160,160,133,0.83125,133,0.83125
2026-05-24 21:31:15,run2,openai/gpt-5-mini,blocksworld_nonce_medium_objects_names_row1,task_1_plan_generation_zero_shot,40,40,33,0.825,33,0.825
2026-05-24 21:31:37,run2,openai/gpt-5-mini,blocksworld_nonce_medium_objects_names_row1_160,task_1_plan_generation_zero_shot,160,160,146,0.9125,146,0.9125
2026-05-24 21:31:50,run2,openai/gpt-5-mini,blocksworld_nonce_medium_predicates_names_row1,task_1_plan_generation_zero_shot,40,40,39,0.975,39,0.975
2026-05-24 21:32:13,run2,openai/gpt-5-mini,blocksworld_nonce_medium_predicates_names_row1_160,task_1_plan_generation_zero_shot,160,160,153,0.95625,153,0.95625
2026-05-24 21:32:25,run2,openai/gpt-5-mini,blocksworld_nonce_medium_predicates_objects_row1,task_1_plan_generation_zero_shot,40,40,40,1.0,40,1.0
2026-05-24 21:32:46,run2,openai/gpt-5-mini,blocksworld_nonce_medium_predicates_objects_row1_160,task_1_plan_generation_zero_shot,160,160,155,0.96875,155,0.96875
2026-05-24 21:32:58,run2,openai/gpt-5-mini,blocksworld_nonce_hard_actions_objects_names_row1,task_1_plan_generation_zero_shot,40,40,38,0.95,38,0.95
2026-05-24 21:33:22,run2,openai/gpt-5-mini,blocksworld_nonce_hard_actions_objects_names_row1_160,task_1_plan_generation_zero_shot,160,160,146,0.9125,146,0.9125
2026-05-24 21:33:35,run2,openai/gpt-5-mini,blocksworld_nonce_hard_actions_predicates_names_row1,task_1_plan_generation_zero_shot,40,40,39,0.975,39,0.975
2026-05-24 21:34:02,run2,openai/gpt-5-mini,blocksworld_nonce_hard_actions_predicates_names_row1_160,task_1_plan_generation_zero_shot,160,160,154,0.9625,154,0.9625
2026-05-24 21:34:17,run2,openai/gpt-5-mini,blocksworld_nonce_hard_actions_predicates_objects_row1,task_1_plan_generation_zero_shot,40,40,32,0.8,32,0.8
2026-05-24 21:34:38,run2,openai/gpt-5-mini,blocksworld_nonce_hard_actions_predicates_objects_row1_160,task_1_plan_generation_zero_shot,160,160,91,0.56875,91,0.56875
2026-05-24 21:34:50,run2,openai/gpt-5-mini,blocksworld_nonce_hard_predicates_objects_names_row1,task_1_plan_generation_zero_shot,40,40,37,0.925,37,0.925
2026-05-24 21:35:27,run2,openai/gpt-5-mini,blocksworld_nonce_hard_predicates_objects_names_row1_160,task_1_plan_generation_zero_shot,160,160,144,0.9,144,0.9
2026-05-24 21:35:59,run2,openai/gpt-5-mini,blocksworld_nonce_superhard_row1,task_1_plan_generation_zero_shot,80,80,27,0.3375,38,0.475
2026-05-24 21:36:33,run2,openai/gpt-5-mini,blocksworld_nonce_superhard_row1_120,task_1_plan_generation_zero_shot,120,120,64,0.5333333333333333,64,0.5333333333333333
2026-05-24 21:37:01,run2,openai/gpt-4.1-mini,blocksworld_nonce_easy_actions_row1_160,task_1_plan_generation_zero_shot,160,160,21,0.13125,21,0.13125
2026-05-24 21:37:15,run2,openai/gpt-4.1-mini,blocksworld_nonce_easy_names_row1,task_1_plan_generation_zero_shot,40,40,9,0.225,9,0.225
2026-05-24 21:37:34,run2,openai/gpt-4.1-mini,blocksworld_nonce_easy_names_row1_160,task_1_plan_generation_zero_shot,160,160,56,0.35,56,0.35
2026-05-24 21:37:47,run2,openai/gpt-4.1-mini,blocksworld_nonce_easy_objects_row1,task_1_plan_generation_zero_shot,40,40,14,0.35,14,0.35
2026-05-24 21:38:04,run2,openai/gpt-4.1-mini,blocksworld_nonce_easy_objects_row1_160,task_1_plan_generation_zero_shot,160,160,58,0.3625,58,0.3625
2026-05-24 21:39:04,run2,openai/gpt-4.1-mini,blocksworld_nonce_easy_predicates_row1_160,task_1_plan_generation_zero_shot,160,160,8,0.05,8,0.05
2026-05-24 21:39:26,run2,openai/gpt-4.1-mini,blocksworld_nonce_medium_actions_names_row1,task_1_plan_generation_zero_shot,40,40,0,0.0,0,0.0
2026-05-24 21:40:08,run2,openai/gpt-4.1-mini,blocksworld_nonce_medium_actions_names_row1_160,task_1_plan_generation_zero_shot,160,160,11,0.06875,11,0.06875
2026-05-24 21:40:20,run2,openai/gpt-4.1-mini,blocksworld_nonce_medium_actions_objects_row1,task_1_plan_generation_zero_shot,40,40,6,0.15,6,0.15
2026-05-24 21:40:57,run2,openai/gpt-4.1-mini,blocksworld_nonce_medium_actions_objects_row1_160,task_1_plan_generation_zero_shot,160,160,23,0.14375,23,0.14375
2026-05-24 21:41:10,run2,openai/gpt-4.1-mini,blocksworld_nonce_medium_actions_predicates_row1,task_1_plan_generation_zero_shot,40,40,0,0.0,0,0.0
2026-05-24 21:41:35,run2,openai/gpt-4.1-mini,blocksworld_nonce_medium_actions_predicates_row1_160,task_1_plan_generation_zero_shot,160,160,0,0.0,0,0.0
2026-05-24 21:41:47,run2,openai/gpt-4.1-mini,blocksworld_nonce_medium_objects_names_row1,task_1_plan_generation_zero_shot,40,40,8,0.2,8,0.2
2026-05-24 21:42:09,run2,openai/gpt-4.1-mini,blocksworld_nonce_medium_objects_names_row1_160,task_1_plan_generation_zero_shot,160,160,47,0.29375,47,0.29375
2026-05-24 21:42:32,run2,openai/gpt-4.1-mini,blocksworld_nonce_medium_predicates_names_row1,task_1_plan_generation_zero_shot,40,40,1,0.025,1,0.025
2026-05-24 21:43:43,run2,openai/gpt-4.1-mini,blocksworld_nonce_medium_predicates_names_row1_160,task_1_plan_generation_zero_shot,160,160,11,0.06875,11,0.06875
2026-05-24 21:43:57,run2,openai/gpt-4.1-mini,blocksworld_nonce_medium_predicates_objects_row1,task_1_plan_generation_zero_shot,40,40,7,0.175,7,0.175
2026-05-24 21:44:39,run2,openai/gpt-4.1-mini,blocksworld_nonce_medium_predicates_objects_row1_160,task_1_plan_generation_zero_shot,160,160,20,0.125,20,0.125
